waktu,price,kurs,GPRD
08/11/2018,60.86,14540,55.4
09/11/2018,60.36,14685,96.34
12/11/2018,60.08,14815,142.7
13/11/2018,55.84,14810,97.68
14/11/2018,56.44,14787,80.26
15/11/2018,56.68,14677.5,104.08
16/11/2018,56.68,14611.5,90.98
19/11/2018,57.2,14590,37.32
20/11/2018,53.57,14590,53.29
21/11/2018,54.8,14605,67.39
22/11/2018,54.02,14577.5,78.64
23/11/2018,50.59,14540,93.05
26/11/2018,51.8,14475,94.13
27/11/2018,51.73,14513.5,69.98
28/11/2018,50.49,14527.5,67.18
29/11/2018,51.62,14382.5,89.53
30/11/2018,51.09,14302.5,73.61
03/12/2018,53.14,14240,97.95
04/12/2018,53.46,14290,115.55
05/12/2018,53.12,14395,128.48
06/12/2018,51.7,14520,121.56
07/12/2018,52.81,14470,93.79
10/12/2018,51.2,14555,47.66
11/12/2018,51.84,14600,96.58
12/12/2018,51.36,14597.5,188.69
13/12/2018,52.83,14497.5,138.02
14/12/2018,51.47,14585,146.36
17/12/2018,50.2,14575,66.52
18/12/2018,46.6,14500,78.95
19/12/2018,48.17,14442.5,30.46
20/12/2018,46.19,14470,82.17
21/12/2018,45.89,14555,77.14
24/12/2018,42.82,14555,71.72
25/12/2018,43.16,14555,95.51
26/12/2018,46.54,14575,167.51
27/12/2018,44.9,14560,83.79
28/12/2018,45.6,14560,63.25
31/12/2018,45.72,14380,58.96
01/01/2019,45.89,14380,58.75
02/01/2019,46.86,14450,128.26
03/01/2019,47.4,14410,82.81
04/01/2019,48.28,14270,102.11
07/01/2019,48.82,14090,68.95
08/01/2019,50.11,14145,71.32
09/01/2019,52.69,14125,130
10/01/2019,52.91,14055,129
11/01/2019,51.91,14045,136.35
14/01/2019,50.8,14124,82.49
15/01/2019,52.39,14092.5,65.84
16/01/2019,52.61,14122.5,43.26
17/01/2019,52.36,14180,32.48
18/01/2019,54.04,14175,76.44
20/01/2019,53.65,14175,95.89
21/01/2019,54.24,14222.5,102.41
22/01/2019,53.01,14215,52.32
23/01/2019,52.92,14180,30.99
24/01/2019,53.42,14165,72.01
25/01/2019,53.98,14085,53.43
28/01/2019,52.29,14070,84.58
29/01/2019,53.6,14095,56.74
30/01/2019,54.47,14130,76.44
31/01/2019,54.04,13972.5,93.48
01/02/2019,55.55,13940,72.1
04/02/2019,54.89,13955,36.4
05/02/2019,54,13955,44.66
06/02/2019,54.34,13922,124.5
07/02/2019,53,13972.5,73.42
08/02/2019,53.09,13965,37.5
11/02/2019,52.78,14040,69.7
12/02/2019,53.47,14068.5,53.12
13/02/2019,54.31,14057.5,50.92
14/02/2019,54.79,14090,64.83
15/02/2019,55.98,14142.5,91.54
17/02/2019,56.33,14142.5,91.38
18/02/2019,56.27,14106.5,72.12
19/02/2019,56.45,14102,53.79
20/02/2019,57.16,14040,74.93
21/02/2019,57.46,14063,48.8
22/02/2019,57.75,14057.5,37.22
25/02/2019,55.92,14017.5,90.38
26/02/2019,55.97,13991,65.6
27/02/2019,57.37,14030,70.13
28/02/2019,57.61,14065,93.71
01/03/2019,56.19,14115,151.31
04/03/2019,56.97,14130,47.11
05/03/2019,56.94,14120,55.79
06/03/2019,56.62,14140,108.15
07/03/2019,57.03,14140,88.45
08/03/2019,56.43,14310,134.18
11/03/2019,57.12,14290,106.1
12/03/2019,57.2,14265,101.21
13/03/2019,58.59,14265,106.65
14/03/2019,58.91,14267,72.64
15/03/2019,58.82,14259,135.9
18/03/2019,59.38,14237.5,119.59
19/03/2019,59.29,14230,95
20/03/2019,60.23,14185,189.41
21/03/2019,60.2,14140,173.33
22/03/2019,59.29,14165,86.77
25/03/2019,59.08,14180,61.63
26/03/2019,60.1,14170,95.19
27/03/2019,59.61,14195,134.78
28/03/2019,59.48,14242,171.26
29/03/2019,60.28,14240,162.07
01/04/2019,61.71,14225,84.12
02/04/2019,62.61,14220,148.64
03/04/2019,62.52,14220,54.6
04/04/2019,62.19,14180,81.38
05/04/2019,63.15,14125,90.82
08/04/2019,64.33,14163,91.53
09/04/2019,63.96,14133,176.91
10/04/2019,64.65,14150,48.48
11/04/2019,63.67,14135,119.91
12/04/2019,64.02,14092.5,44.87
15/04/2019,63.56,14060,139.22
16/04/2019,64.19,14085,105.72
17/04/2019,63.87,14085,70.67
18/04/2019,64.07,14042.5,69.1
19/04/2019,64.07,14042.5,100.5
22/04/2019,65.55,14075,101.63
23/04/2019,66.24,14075,84.4
24/04/2019,65.89,14095,102.21
25/04/2019,65.28,14185,213.29
26/04/2019,63.38,14187.5,102.49
29/04/2019,63.57,14200,296.52
30/04/2019,63.98,14250,117.61
01/05/2019,63.69,14250,95.67
02/05/2019,61.9,14250,96.12
03/05/2019,62.04,14255,194.29
06/05/2019,62.37,14292.5,178.37
07/05/2019,61.51,14280,234.36
08/05/2019,62.22,14295,214.14
09/05/2019,61.81,14350,71.07
10/05/2019,61.8,14325,48.05
13/05/2019,61.21,14415,29.31
14/05/2019,61.96,14430,88.52
15/05/2019,62.24,14460,150.57
16/05/2019,63.06,14450,193.13
17/05/2019,62.92,14450,146.27
20/05/2019,63.21,14455,91.8
21/05/2019,63.13,14480,93.78
22/05/2019,61.5,14525,52.58
23/05/2019,57.99,14460,134.54
24/05/2019,58.71,14392.5,155.35
26/05/2019,58.77,14392.5,186.62
27/05/2019,59.16,14380,125.34
28/05/2019,59.35,14375,139.02
29/05/2019,58.95,14400,64.47
30/05/2019,56.74,14400,22.95
31/05/2019,53.64,14275,79.7
03/06/2019,53.38,14275,125.37
04/06/2019,53.63,14275,284.19
05/06/2019,51.83,14275,233.39
06/06/2019,52.73,14275,163.63
07/06/2019,54.16,14275,99.88
10/06/2019,53.48,14250,98.32
11/06/2019,53.52,14237.5,125.73
12/06/2019,51.37,14235,112.64
13/06/2019,52.54,14280,150.57
14/06/2019,52.77,14325,152.69
17/06/2019,52.17,14335,92.46
18/06/2019,54.11,14322.5,55.54
19/06/2019,53.97,14269.5,35.24
20/06/2019,57.07,14182.5,125.67
21/06/2019,57.5,14155,81.85
24/06/2019,57.93,14140,179.17
25/06/2019,57.89,14125,153.59
26/06/2019,59.43,14175,140.56
27/06/2019,59.49,14140,108.21
28/06/2019,58.52,14127.5,84.35
01/07/2019,59.14,14112.5,102.57
02/07/2019,56.34,14137.5,71.24
03/07/2019,57.44,14117.5,141.91
04/07/2019,56.8,14140,92.14
05/07/2019,57.59,14082.5,186.23
08/07/2019,57.76,14110,90.71
09/07/2019,57.94,14130,54.56
10/07/2019,60.52,14130,146.14
11/07/2019,60.28,14065,178.04
12/07/2019,60.3,14007,108.61
15/07/2019,59.68,13919.5,88.73
16/07/2019,57.74,13935,116.16
17/07/2019,56.92,13980,79.71
18/07/2019,55.42,13960,91.43
19/07/2019,55.76,13935,135.01
22/07/2019,56.22,13945,155.89
23/07/2019,56.85,13984,140.87
24/07/2019,56,13993,188.49
25/07/2019,56.16,13977.5,69.98
26/07/2019,56.33,14004,125.57
29/07/2019,56.96,14020,24.54
30/07/2019,58.11,14020,47.08
31/07/2019,58.63,14017,99.42
01/08/2019,54.01,14116,121.34
02/08/2019,55.67,14180,93.6
05/08/2019,54.58,14255,57.31
06/08/2019,53.59,14265,29.68
07/08/2019,51.03,14222.5,47.91
08/08/2019,52.46,14208,87.78
09/08/2019,54.37,14190,137.23
12/08/2019,54.85,14247.5,130.6
13/08/2019,57.1,14317.5,88.44
14/08/2019,55.25,14245,141.04
15/08/2019,54.42,14267.5,38.6
16/08/2019,54.81,14235,59.29
19/08/2019,56.14,14235,123.03
20/08/2019,56.13,14260,146.82
21/08/2019,55.49,14240,49.22
22/08/2019,55.16,14235,119.57
23/08/2019,54.02,14212.5,128.33
26/08/2019,53.5,14240,82.66
27/08/2019,54.77,14255,68.07
28/08/2019,55.6,14255,170.47
29/08/2019,56.45,14237.5,121.88
30/08/2019,54.89,14185,125.25
01/09/2019,54.8,14185,172.86
02/09/2019,54.66,14194,125.48
03/09/2019,53.76,14225,102.95
04/09/2019,56.1,14152.5,104.61
05/09/2019,56.16,14150,168.76
06/09/2019,56.43,14095,100.8
09/09/2019,57.73,14031,88.57
10/09/2019,57.29,14050,143.05
11/09/2019,55.67,14060,54.1
12/09/2019,55.05,13990,121.86
13/09/2019,54.8,13965,72.71
16/09/2019,62.67,14040,161.71
17/09/2019,59.1,14095,161.13
18/09/2019,58.04,14060,105.16
19/09/2019,58.19,14060,107.87
20/09/2019,58.09,14055,119.33
23/09/2019,58.42,14085,38.48
24/09/2019,57.08,14112.5,23.49
25/09/2019,56.32,14150,118.86
26/09/2019,56.28,14177.5,109.94
27/09/2019,55.79,14165,140.03
30/09/2019,53.98,14195,121.88
01/10/2019,53.5,14212.5,147.88
02/10/2019,52.51,14195,84.68
03/10/2019,52.36,14172.5,53.93
04/10/2019,52.74,14135,162.55
07/10/2019,52.71,14162.5,200.46
08/10/2019,52.62,14155,129.06
09/10/2019,52.61,14170,170.89
10/10/2019,53.56,14151.5,121.94
11/10/2019,54.78,14128,156.45
14/10/2019,53.65,14139,85.74
15/10/2019,52.88,14165,142.48
16/10/2019,53.45,14169,136.4
17/10/2019,54.03,14148,111.39
18/10/2019,53.87,14144.5,128.16
21/10/2019,53.51,14078,107.13
22/10/2019,54.48,14040,54.92
23/10/2019,55.99,14029,57.11
24/10/2019,56.27,14059,106.86
25/10/2019,56.71,14035,152
28/10/2019,55.9,14025,119.33
29/10/2019,55.68,14025,120.29
30/10/2019,55.1,14027,44.46
31/10/2019,54.25,14037,72.99
01/11/2019,56.27,14035,43.4
04/11/2019,56.6,14015,109.46
05/11/2019,57.29,13967.5,134.44
06/11/2019,56.38,14015,139.9
07/11/2019,57.15,13994.5,86.17
08/11/2019,57.26,14014,62.03
11/11/2019,56.9,14063,80.25
12/11/2019,56.85,14055,49.13
13/11/2019,57.2,14081,94.17
14/11/2019,56.88,14085,14.36
15/11/2019,57.83,14073,85.93
18/11/2019,57.14,14076.5,97.69
19/11/2019,55.35,14090,87.87
20/11/2019,57.01,14094.5,59.63
21/11/2019,58.41,14087.5,47.52
22/11/2019,57.66,14085,55.42
25/11/2019,57.91,14075,81.84
26/11/2019,58.32,14085,80.89
27/11/2019,58.05,14095,68.57
28/11/2019,58.08,14090,118.31
29/11/2019,55.14,14105,63.41
02/12/2019,55.91,14125,7.23
03/12/2019,56.03,14105,91.08
04/12/2019,58.34,14105,105.01
05/12/2019,58.34,14065,58.63
06/12/2019,59.1,14037.5,107.93
09/12/2019,58.92,14015,113.79
10/12/2019,59.14,14010,37.81
11/12/2019,58.65,14035,27.95
12/12/2019,59.06,14025,143.44
13/12/2019,59.98,13985,95.44
16/12/2019,60.14,14005,110.16
17/12/2019,60.87,13990,73.7
18/12/2019,60.85,13975,81.46
19/12/2019,61.18,13985,44.05
20/12/2019,60.25,13977.5,36.24
23/12/2019,60.35,13967.5,120.77
24/12/2019,60.94,13967.5,36.01
25/12/2019,61.19,13967.5,94.42
26/12/2019,61.48,13955,69.01
27/12/2019,61.53,13950,78.22
30/12/2019,61.44,13924.5,50.72
31/12/2019,60.77,13882.5,42.56
01/01/2020,61.33,13882.5,49.11
02/01/2020,60.95,13889,95.88
03/01/2020,62.82,13925,104.2
06/01/2020,63.04,13940,130.71
07/01/2020,62.51,13875,87.07
08/01/2020,59.46,13892.5,48.1
09/01/2020,59.44,13850,81.79
10/01/2020,58.99,13762.5,122.86
13/01/2020,58.08,13668,134.62
14/01/2020,58.26,13670,117.82
15/01/2020,57.84,13665,127.06
16/01/2020,58.53,13630,106.2
17/01/2020,58.58,13637.5,86.23
19/01/2020,59.27,13637.5,35.09
20/01/2020,58.73,13632.5,83.92
21/01/2020,58.38,13657.5,108.82
22/01/2020,56.76,13644.5,127.58
23/01/2020,55.61,13630,141.05
24/01/2020,54.2,13572.5,159.1
27/01/2020,53.18,13605,94.45
28/01/2020,53.52,13637.5,51.07
29/01/2020,53.41,13627.5,94.36
30/01/2020,52.23,13645,109.74
31/01/2020,51.68,13655,81.53
03/02/2020,50.28,13742.5,101.45
04/02/2020,49.8,13710,103.39
05/02/2020,50.92,13675,47.92
06/02/2020,51.14,13620,44.34
07/02/2020,50.55,13675,114.68
10/02/2020,49.78,13695,62.59
11/02/2020,50.17,13665,140.43
12/02/2020,51.41,13660,60.82
13/02/2020,51.66,13680,114.37
14/02/2020,52.32,13675,37.61
16/02/2020,52.36,13675,22.59
17/02/2020,52.2,13652.5,42.74
18/02/2020,52.29,13665,142.28
19/02/2020,53.49,13687.5,33.38
20/02/2020,53.88,13707.5,106.86
21/02/2020,53.5,13765,44.55
24/02/2020,51.58,13870,45.59
25/02/2020,50.06,13882.5,34.8
26/02/2020,48.88,13932.5,55.67
27/02/2020,47.29,14035,58.04
28/02/2020,44.94,14347.5,84.63
02/03/2020,46.92,14265,58.46
03/03/2020,47.33,14281.5,135.3
04/03/2020,46.95,14115,70.05
05/03/2020,46.06,14170,62.21
06/03/2020,41.51,14230,101.26
09/03/2020,31.47,14392.5,129.9
10/03/2020,34.73,14346,100.89
11/03/2020,33.39,14352.5,96.02
12/03/2020,31.98,14521.5,142.19
13/03/2020,32.11,14770,53.18
16/03/2020,29,14925,21.42
17/03/2020,27.33,15170,50.19
18/03/2020,20.83,15217.5,99.66
19/03/2020,25.91,15912.5,103.39
20/03/2020,22.63,15925,131.28
23/03/2020,25.48,16575,196.08
24/03/2020,26.2,16500,76.75
25/03/2020,27.16,16500,35.62
26/03/2020,25.71,16305,90.95
27/03/2020,25.15,16140,95.39
30/03/2020,24.09,16337.5,85.98
31/03/2020,24.51,16310,132.15
01/04/2020,23.74,16450,120.08
02/04/2020,28.05,16475,76.8
03/04/2020,30.9,16425,39.25
06/04/2020,29.98,16412.5,72.8
07/04/2020,28.69,16175,72.22
08/04/2020,30.17,16175,62.33
09/04/2020,28.82,15820,162.69
13/04/2020,29.26,15630,210.32
14/04/2020,27.4,15630,64.05
15/04/2020,26.04,15565,81.79
16/04/2020,25.53,15640,111.24
17/04/2020,25.03,15430,65.6
20/04/2020,20.43,15412.5,63.1
21/04/2020,11.57,15455,30.22
22/04/2020,20.69,15450,102.01
23/04/2020,21.44,15400,58.2
24/04/2020,21.22,15400,32.56
27/04/2020,18.08,15385,86.68
28/04/2020,17.6,15422.5,83.74
29/04/2020,19.12,15295,189.86
30/04/2020,21.85,14875,9.49
01/05/2020,22.29,14875,99.02
04/05/2020,22.78,15100,40.48
05/05/2020,26.49,15080,40.5
06/05/2020,25.62,15045,83.16
07/05/2020,24.83,15045,67.88
08/05/2020,26.17,14920,106.43
11/05/2020,25.08,14895,76.84
12/05/2020,26.33,14905,101.24
13/05/2020,25.68,14865,51.76
14/05/2020,27.88,14885,37.73
15/05/2020,29.52,14860,89.27
18/05/2020,31.65,14850,102.54
19/05/2020,31.96,14770,92.77
20/05/2020,33.94,14710,160.64
21/05/2020,34.34,14710,112.83
22/05/2020,33.65,14710,22.32
24/05/2020,32.9,14710,47.83
25/05/2020,33.92,14710,70.8
26/05/2020,34.77,14755,144.77
27/05/2020,33.23,14710,58.19
28/05/2020,34.06,14715,91.32
29/05/2020,35.84,14610,91.14
01/06/2020,35.79,14610,40.13
02/06/2020,37.06,14415,75.63
03/06/2020,37.59,14095,101.15
04/06/2020,37.72,14095,101.45
05/06/2020,39.8,13870,173.69
08/06/2020,38.43,13885,148.14
09/06/2020,39.16,13890,113.57
10/06/2020,39.78,13980,75.84
11/06/2020,36.57,14015,82.25
12/06/2020,36.51,14125,179.98
15/06/2020,37.43,14115,106.41
16/06/2020,38.65,14090,103.1
17/06/2020,38.21,14082.5,92.48
18/06/2020,39.05,14085,62.35
19/06/2020,39.83,14100,30.33
22/06/2020,40.73,14185,39.16
23/06/2020,40.51,14160,96.53
24/06/2020,38.21,14130,69.22
25/06/2020,38.91,14175,88.73
26/06/2020,38.65,14220,76.54
29/06/2020,39.81,14245,145.11
30/06/2020,39.34,14255,61.66
01/07/2020,39.92,14265,86.23
02/07/2020,40.76,14378.5,67.15
03/07/2020,40.28,14510,116.57
06/07/2020,40.73,14490,171.34
07/07/2020,40.7,14440,116.55
08/07/2020,41.04,14410,69.44
09/07/2020,39.83,14395,46.91
10/07/2020,40.76,14435,74.98
13/07/2020,40.32,14425,139.02
14/07/2020,40.55,14450,124.92
15/07/2020,41.4,14587.5,160.56
16/07/2020,40.93,14625,162.63
17/07/2020,40.75,14695,184.5
20/07/2020,40.92,14785,131.75
21/07/2020,41.92,14738.5,77.76
22/07/2020,42.04,14650,62.96
23/07/2020,41.21,14580,103.08
24/07/2020,41.45,14610,81.01
27/07/2020,41.8,14520,91.1
28/07/2020,41.28,14535,55.01
29/07/2020,41.54,14535,81.61
30/07/2020,40.24,14600,23.22
31/07/2020,40.57,14600,44.9
03/08/2020,41.31,14630,101.32
04/08/2020,41.91,14620,115.26
05/08/2020,42.43,14550,66.67
06/08/2020,42.2,14585,61.12
07/08/2020,41.49,14580,81.61
10/08/2020,42.17,14590,32.56
11/08/2020,41.87,14620,79.94
12/08/2020,42.95,14685,107.43
13/08/2020,42.52,14700,60.31
14/08/2020,42.31,14720,88.87
17/08/2020,43.17,14720,122.84
18/08/2020,43.12,14830,77.73
19/08/2020,43.11,14770,67.19
20/08/2020,42.82,14770,51.39
21/08/2020,42.62,14770,88.73
24/08/2020,42.93,14670,80.9
25/08/2020,43.65,14640,81.35
26/08/2020,43.69,14670,77.67
27/08/2020,43.31,14650,67.23
28/08/2020,43.29,14615,22.33
31/08/2020,42.9,14560,65.45
01/09/2020,43.08,14565,60.65
02/09/2020,41.85,14740,83.97
03/09/2020,41.72,14760,72.57
04/09/2020,40.15,14740,71.19
06/09/2020,38.75,14740,58.6
07/09/2020,39.2,14730,15.52
08/09/2020,37.19,14760,96.83
09/09/2020,38.41,14780,167.54
10/09/2020,37.66,14820,76.35
11/09/2020,37.65,14860,104.2
14/09/2020,37.56,14860,103.63
15/09/2020,38.55,14835,81.1
16/09/2020,40.41,14825,51.87
17/09/2020,41.22,14820,56.67
18/09/2020,41.32,14730,124.46
21/09/2020,39.54,14690,67.7
22/09/2020,39.8,14750,54.6
23/09/2020,40.22,14780,51.31
24/09/2020,40.58,14845,46.24
25/09/2020,40.51,14845,86.96
28/09/2020,40.87,14850,95.93
29/09/2020,39.56,14845,156.5
30/09/2020,40.47,14840,88.27
01/10/2020,39.01,14820,99.63
02/10/2020,37.34,14830,129.57
05/10/2020,39.5,14790,53.72
06/10/2020,40.93,14710,29.71
07/10/2020,40.23,14690,68.81
08/10/2020,41.47,14685,49.37
09/10/2020,40.91,14675,61.52
12/10/2020,39.73,14680,186.33
13/10/2020,40.49,14680,70.15
14/10/2020,41.34,14680,51.81
15/10/2020,41.24,14660,93.31
16/10/2020,41.12,14670,134.99
19/10/2020,41.06,14670,122.51
20/10/2020,41.7,14650,56.74
21/10/2020,40.31,14610,167.13
22/10/2020,40.94,14640,135.96
23/10/2020,40.15,14650,56.26
26/10/2020,38.89,14630,31.18
27/10/2020,39.87,14620,130.95
28/10/2020,37.72,14620,248.68
29/10/2020,36.51,14620,184.76
30/10/2020,36.15,14620,158.54
02/11/2020,37.18,14625,141.05
03/11/2020,37.99,14570,81.71
04/11/2020,39.47,14540,57.24
05/11/2020,39.11,14370,102.84
06/11/2020,37.49,14190,131.19
09/11/2020,40.62,14050,93.18
10/11/2020,41.67,14040,102.54
11/11/2020,41.74,14070,148.69
12/11/2020,41.41,14140,64.11
13/11/2020,40.4,14150,39.72
16/11/2020,41.57,14100,43.34
17/11/2020,41.65,14030,69.46
18/11/2020,42.01,14050,67.51
19/11/2020,41.9,14140,120.23
20/11/2020,42.42,14150,104.56
23/11/2020,43.28,14130,130.16
24/11/2020,45.11,14140,28.99
25/11/2020,45.91,14130,129.25
26/11/2020,44.98,14090,69.4
27/11/2020,45.74,14070,122.39
30/11/2020,45.51,14090,82.92
01/12/2020,44.73,14100,69.92
02/12/2020,45.44,14090,50.87
03/12/2020,45.79,14100,53.93
04/12/2020,46.42,14085,56.93
07/12/2020,45.95,14080,74.29
08/12/2020,45.8,14080,95.03
09/12/2020,45.72,14080,114.67
10/12/2020,46.96,14090,192.64
11/12/2020,46.75,14070,108.25
14/12/2020,47.15,14070,62.5
15/12/2020,47.78,14090,126.36
16/12/2020,48,14090,157.74
17/12/2020,48.54,14085,135.55
18/12/2020,49.24,14080,72.57
21/12/2020,47.97,14100,126
22/12/2020,47.16,14145,167.47
23/12/2020,48.24,14150,99.31
24/12/2020,48.35,14150,171.25
28/12/2020,47.77,14140,82.02
29/12/2020,48.14,14110,123.76
30/12/2020,48.5,14040,134.94
31/12/2020,48.63,14040,153.9
01/01/2021,48.63,14213.7,83.28
04/01/2021,47.76,13885,23.66
05/01/2021,50.01,13900,112.52
06/01/2021,50.69,13880,138.22
07/01/2021,50.87,13890,66.82
08/01/2021,52.26,13980,105.83
11/01/2021,52.27,14080,98.35
12/01/2021,53.24,14120,52.01
13/01/2021,52.96,14055,52.03
14/01/2021,53.62,14050,53.51
15/01/2021,52.42,14010,96.65
17/01/2021,52.2,14010,100.78
18/01/2021,52.36,14060,119.68
19/01/2021,52.98,14050,107.37
20/01/2021,53.31,14020,77.71
21/01/2021,53.05,13980,31.32
22/01/2021,52.19,14020,31.06
25/01/2021,52.67,14010,76.37
26/01/2021,52.52,14040,147.23
27/01/2021,52.73,14035,102.68
28/01/2021,52.24,14050,48.78
29/01/2021,52.08,14020,86.82
01/02/2021,53.42,14010,61.02
02/02/2021,54.62,14020,193.02
03/02/2021,55.54,14000,139.27
04/02/2021,56.07,14010,99.52
05/02/2021,56.7,14020,74.44
08/02/2021,57.83,13995,137.65
09/02/2021,58.25,13990,62.81
10/02/2021,58.57,13980,31.78
11/02/2021,58.14,13970,137.61
12/02/2021,59.38,13970,152.36
14/02/2021,60.37,13970,89.66
15/02/2021,60.09,13910,107.73
16/02/2021,60.08,13920,110.99
17/02/2021,61.16,14010,112.18
18/02/2021,60.53,14010,115.36
19/02/2021,59.26,14060,103.52
22/02/2021,61.7,14110,270.94
23/02/2021,61.43,14090,106
24/02/2021,63,14080,144.63
25/02/2021,63.22,14080,105.86
26/02/2021,61.23,14240,90.66
01/03/2021,60.42,14250,76.15
02/03/2021,59.57,14300,151.52
03/03/2021,61.1,14240,40.67
04/03/2021,63.62,14260,105.77
05/03/2021,65.92,14290,96.89
08/03/2021,64.93,14350,104.61
09/03/2021,63.99,14390,99.68
10/03/2021,64.42,14395,88.66
11/03/2021,66,14395,127.85
12/03/2021,65.64,14380,76.68
15/03/2021,65.44,14395,114.39
16/03/2021,64.86,14400,147.97
17/03/2021,64.63,14425,96.78
18/03/2021,60.06,14390,66.05
19/03/2021,61.44,14400,83.02
22/03/2021,61.56,14400,121.19
23/03/2021,57.78,14390,178.1
24/03/2021,61.16,14420,83.47
25/03/2021,58.57,14420,76.37
26/03/2021,60.96,14410,45.78
29/03/2021,61.53,14440,37.03
30/03/2021,60.56,14470,35.54
31/03/2021,59.18,14520,118.91
01/04/2021,61.48,14520,83.73
05/04/2021,58.68,14510,89.65
06/04/2021,59.37,14500,81.01
07/04/2021,59.81,14490,81.74
08/04/2021,59.63,14530,18.95
09/04/2021,59.35,14560,64.95
12/04/2021,59.75,14590,72.86
13/04/2021,60.24,14600,104.88
14/04/2021,63.22,14600,98.75
15/04/2021,63.51,14600,79.5
16/04/2021,63.19,14560,70.57
19/04/2021,63.43,14545,46.44
20/04/2021,62.67,14495,74.36
21/04/2021,61.27,14525,178.92
22/04/2021,61.34,14515,253.34
23/04/2021,62.02,14520,115.36
26/04/2021,61.8,14480,157.13
27/04/2021,62.8,14480,126.96
28/04/2021,63.75,14495,80.56
29/04/2021,64.88,14445,108.33
30/04/2021,63.48,14440,52.58
03/05/2021,64.41,14445,103.24
04/05/2021,65.61,14425,124.11
05/05/2021,65.59,14430,70.67
06/05/2021,64.67,14315,88.06
07/05/2021,64.88,14280,38.83
10/05/2021,64.93,14195,61.06
11/05/2021,65.3,14195,95.55
12/05/2021,66.1,14195,90.14
13/05/2021,63.84,14195,69.65
14/05/2021,65.36,14195,46.48
17/05/2021,66.28,14280,111.27
18/05/2021,65.5,14270,54.15
19/05/2021,63.35,14275,38.97
20/05/2021,61.94,14370,52.96
21/05/2021,63.36,14350,118.78
24/05/2021,65.78,14350,82.47
25/05/2021,65.79,14325,165.17
26/05/2021,65.96,14325,204.32
27/05/2021,66.6,14285,103.07
28/05/2021,66.1,14280,94.85
30/05/2021,66.59,14280,118.48
31/05/2021,66.96,14275,108.07
01/06/2021,67.52,14275,193.5
02/06/2021,68.63,14275,114.77
03/06/2021,68.6,14280,106.58
04/06/2021,69.39,14290,113.19
07/06/2021,69.04,14260,36.48
08/06/2021,69.87,14250,93.44
09/06/2021,69.79,14250,54.3
10/06/2021,70.09,14245,97.06
11/06/2021,70.6,14188,116.31
14/06/2021,70.63,14200,140.87
15/06/2021,71.86,14220,28.69
16/06/2021,71.95,14235,7.67
17/06/2021,70.78,14350,98.3
18/06/2021,71.29,14370,95.01
21/06/2021,73.12,14425,113.29
22/06/2021,72.85,14400,83.14
23/06/2021,72.36,14430,100.66
24/06/2021,72.63,14435,60.81
25/06/2021,73.33,14420,54.3
28/06/2021,72.2,14440,59.24
29/06/2021,72.31,14480,77.94
30/06/2021,72.77,14495,85.79
01/07/2021,74.33,14500,63.62
02/07/2021,74.36,14530,98.94
04/07/2021,75.14,14530,26.86
05/07/2021,76.25,14476,55.61
06/07/2021,72.58,14465,92.59
07/07/2021,71.5,14480,62.41
08/07/2021,72.22,14520,160.15
09/07/2021,73.81,14525,85.79
12/07/2021,73.44,14490,75.07
13/07/2021,74.69,14462,69.26
14/07/2021,72.64,14475,73.94
15/07/2021,71.38,14480,109.1
16/07/2021,71.56,14495,61.17
19/07/2021,66.35,14515,101.93
20/07/2021,67.2,14515,62.9
21/07/2021,69.57,14540,64.28
22/07/2021,71.14,14480,37.22
23/07/2021,71.38,14490,52.46
26/07/2021,71.34,14480,36.63
27/07/2021,71.14,14490,70.48
28/07/2021,71.79,14485,93.25
29/07/2021,72.98,14480,38.01
30/07/2021,73.23,14460,108.38
02/08/2021,70.61,14420,72.47
03/08/2021,70.03,14340,59.46
04/08/2021,67.79,14310,77.88
05/08/2021,68.74,14340,85.84
06/08/2021,68.1,14350,47.66
09/08/2021,66.3,14360,103.15
10/08/2021,68.06,14380,88.66
11/08/2021,69.02,14380,12.23
12/08/2021,68.9,14380,37.47
13/08/2021,68.21,14385,82.81
16/08/2021,67.05,14370,76.31
17/08/2021,66.34,14370,97.43
18/08/2021,65.21,14370,97.69
19/08/2021,63.5,14400,99.63
20/08/2021,62.14,14450,48.31
23/08/2021,65.34,14410,48.36
24/08/2021,67.25,14390,94.93
25/08/2021,68.06,14395,82.33
26/08/2021,67.1,14415,119.12
27/08/2021,68.48,14415,69.01
30/08/2021,68.93,14368,49.51
31/08/2021,68.26,14265,52.76
01/09/2021,68.32,14280,25.42
02/09/2021,69.73,14270,34.81
03/09/2021,69.07,14260,58.22
05/09/2021,68.75,14260,45.38
06/09/2021,68.8,14220,44.17
07/09/2021,68.13,14210,111.91
08/09/2021,69.05,14250,60.94
09/09/2021,67.92,14250,36.3
10/09/2021,69.47,14200,128.64
13/09/2021,70.19,14250,165.35
14/09/2021,70.23,14245,114.53
15/09/2021,72.33,14240,163.18
16/09/2021,72.37,14250,80.79
17/09/2021,71.82,14225,229.99
20/09/2021,70.14,14240,199.25
21/09/2021,70.49,14235,251.99
22/09/2021,71.89,14240,413.46
23/09/2021,72.95,14240,180.61
24/09/2021,73.61,14255,394.46
27/09/2021,75.08,14250,167.3
28/09/2021,74.9,14270,120.16
29/09/2021,74.5,14290,175.73
30/09/2021,74.7,14310,152.73
01/10/2021,75.58,14305,131.78
