waktu,price,kurs,GPRD
04/10/2021,77.33,14265,153.53
05/10/2021,78.57,14248,145.95
06/10/2021,77.06,14250,129.82
07/10/2021,77.96,14215,38.82
08/10/2021,78.76,14220,93.31
11/10/2021,79.92,14205,119.12
12/10/2021,79.92,14215,119.33
13/10/2021,79.82,14215,77.99
14/10/2021,80.77,14115,93.07
15/10/2021,81.73,14070,51.96
18/10/2021,81.69,14105,33.13
19/10/2021,82.44,14073,23.33
20/10/2021,83.42,14073,72.01
21/10/2021,81.36,14120,99.59
22/10/2021,82.5,14120,47.02
25/10/2021,82.61,14155,188.07
26/10/2021,83.36,14150,73.98
27/10/2021,81.48,14170,89.05
28/10/2021,81.46,14170,41.15
29/10/2021,81.78,14165,107.52
01/11/2021,82.45,14245,143.61
02/11/2021,82.44,14250,68.35
03/11/2021,79.57,14295,90.63
04/11/2021,77.7,14335,78.96
05/11/2021,80.13,14325,31.17
08/11/2021,80.74,14255,31.47
09/11/2021,82.56,14240,24.76
10/11/2021,80.06,14250,90.26
11/11/2021,80.42,14260,62.03
12/11/2021,79.69,14233,58.85
15/11/2021,79.75,14210,89.18
16/11/2021,79.74,14220,53.96
17/11/2021,77.55,14240,73.43
18/11/2021,78.41,14225,84.65
19/11/2021,75.94,14235,83.43
22/11/2021,76.12,14245,54.75
23/11/2021,77.94,14255,111.31
24/11/2021,77.81,14255,103.92
25/11/2021,77.41,14265,77.34
26/11/2021,67.84,14300,37.9
29/11/2021,69.62,14320,80.92
30/11/2021,65.85,14320,115.45
01/12/2021,65.37,14340,102.6
02/12/2021,66.27,14375,63.97
03/12/2021,66.1,14395,55.14
06/12/2021,69.3,14435,90.32
07/12/2021,71.84,14375,53.68
08/12/2021,72.18,14355,106.23
09/12/2021,70.79,14350,123.04
10/12/2021,71.48,14370,144.92
13/12/2021,71.06,14340,79.18
14/12/2021,70.52,14330,51.33
15/12/2021,70.66,14330,64.26
16/12/2021,72.15,14340,65.09
17/12/2021,70.72,14365,72.8
20/12/2021,68.61,14375,71.65
21/12/2021,70.82,14313,90.98
22/12/2021,72.33,14285,74.84
23/12/2021,73.42,14247,68.07
24/12/2021,73.42,14220,66.95
27/12/2021,75.18,14225,32.08
28/12/2021,75.6,14225,34.45
29/12/2021,76.18,14250,99.09
30/12/2021,76.61,14265,87.61
31/12/2021,74.88,14250,89.17
03/01/2022,75.85,14264,57.8
04/01/2022,76.74,14300,59.94
05/01/2022,77.47,14355,79.82
06/01/2022,78.88,14390,121.19
07/01/2022,78.44,14355,191.01
10/01/2022,77.7,14305,53.36
11/01/2022,80.67,14300,56.71
12/01/2022,82.02,14315,52.13
13/01/2022,81.62,14290,67.87
14/01/2022,83.3,14295,157.74
16/01/2022,83.83,14295,103.52
17/01/2022,83.69,14315,89.26
18/01/2022,84.83,14335,65.6
19/01/2022,85.8,14360,47.59
20/01/2022,85.55,14335,84.58
21/01/2022,84.14,14335,76.5
24/01/2022,82.41,14340,95.14
25/01/2022,84.37,14350,99.33
26/01/2022,85.96,14350,106.53
27/01/2022,85.29,14385,78.21
28/01/2022,85.43,14385,60.91
31/01/2022,86.49,14380,85.49
01/02/2022,86.46,14380,42.93
02/02/2022,86.69,14355,42.69
03/02/2022,88.45,14375,88.78
04/02/2022,90.33,14378,91.17
07/02/2022,89.77,14395,89.53
08/02/2022,87.9,14390,48.46
09/02/2022,88.53,14355,73.51
10/02/2022,88.56,14340,43.83
11/02/2022,91.42,14350,37.47
14/02/2022,93.5,14325,25.88
15/02/2022,90.21,14300,54.08
16/02/2022,91.83,14255,137.26
17/02/2022,90.04,14315,100.94
18/02/2022,90.21,14325,45.83
20/02/2022,91.62,14325,48.61
21/02/2022,92.65,14325,41
22/02/2022,91.91,14361,49
23/02/2022,90.69,14335,95.69
24/02/2022,90.94,14380,79.46
25/02/2022,89.89,14365,56.95
28/02/2022,93.5,14365,60.41
01/03/2022,100.21,14335,69.96
02/03/2022,107.06,14385,26.15
03/03/2022,104.61,14385,59.6
04/03/2022,112.11,14385,41.64
07/03/2022,115.8,14405,80.79
08/03/2022,119.65,14395,56.15
09/03/2022,105.05,14345,70.48
10/03/2022,102.99,14275,24.67
11/03/2022,106.3,14300,41.72
14/03/2022,101.18,14330,37.91
15/03/2022,94.79,14325,39.44
16/03/2022,93.59,14310,59.53
17/03/2022,101.65,14300,82.13
18/03/2022,103.09,14340,45.82
21/03/2022,109.97,14338,51.98
22/03/2022,109.27,14356,75.48
23/03/2022,111.99,14345,135.1
24/03/2022,109.43,14344,99.48
25/03/2022,111.06,14340,99.69
28/03/2022,103.42,14362,73.21
29/03/2022,102.05,14363,135.65
30/03/2022,105.68,14340,36.33
31/03/2022,98.52,14368,17.76
01/04/2022,97.9,14365,129.13
04/04/2022,101.84,14353,120.36
05/04/2022,100.68,14345,23.43
06/04/2022,95.41,14355,61.02
07/04/2022,95.51,14358,137.45
08/04/2022,97.73,14360,84.25
11/04/2022,93.92,14365,77.84
12/04/2022,100.15,14360,53.9
13/04/2022,103.79,14362,83.04
14/04/2022,106.38,14343,114.53
18/04/2022,107.61,14353,36.15
19/04/2022,102.05,14335,109.98
20/04/2022,102.19,14355,55.09
21/04/2022,102.96,14343,60.86
22/04/2022,101.05,14356,65.65
25/04/2022,97.67,14455,68.3
26/04/2022,100.41,14410,95.69
27/04/2022,100.68,14420,87.41
28/04/2022,103.47,14495,73.61
29/04/2022,102.94,14495,58.86
02/05/2022,103.42,14495,26.86
03/05/2022,100.9,14495,102.87
04/05/2022,106.22,14495,79.2
05/05/2022,106.74,14495,151.38
06/05/2022,108.33,14495,101.32
09/05/2022,101.77,14555,53.82
10/05/2022,98.45,14555,82.13
11/05/2022,104.03,14555,43.47
12/05/2022,104.4,14595,131.45
13/05/2022,108.63,14610,56.38
16/05/2022,111.82,14610,80.22
17/05/2022,109.63,14645,40.78
18/05/2022,107.04,14685,44.34
19/05/2022,109.89,14730,29.61
20/05/2022,110.28,14650,36.3
23/05/2022,107.54,14670,48.01
24/05/2022,107.2,14655,76.92
25/05/2022,107.75,14630,107.85
26/05/2022,111.25,14630,23.39
27/05/2022,112.23,14575,43.97
29/05/2022,115.61,14575,24.46
30/05/2022,117.61,14557,57.11
31/05/2022,111.91,14580,72.01
01/06/2022,112.72,14580,106.17
02/06/2022,114.3,14480,68.6
03/06/2022,116.23,14435,55.83
06/06/2022,116.06,14450,97.43
07/06/2022,117.1,14454,21.1
08/06/2022,119.78,14490,25.48
09/06/2022,119.09,14560,92.73
10/06/2022,118.12,14550,93.8
13/06/2022,118.25,14678,103.67
14/06/2022,116.26,14695,29.49
15/06/2022,113.09,14740,38.32
16/06/2022,115.25,14765,30.83
17/06/2022,107.99,14821,33.46
19/06/2022,108.94,14821,87.17
20/06/2022,108.84,14830,116.23
21/06/2022,109.52,14810,117.13
22/06/2022,103.99,14865,78.04
23/06/2022,101.58,14835,92.75
24/06/2022,104.45,14845,35.73
27/06/2022,106.38,14800,39.25
28/06/2022,108.89,14835,137.18
29/06/2022,107.01,14849,121.65
30/06/2022,103.1,14895,80.91
01/07/2022,105.39,14935,54.08
03/07/2022,108.19,14935,38.62
04/07/2022,110.4,14965,26.74
05/07/2022,96.52,14985,25.35
06/07/2022,94.98,14995,42.17
07/07/2022,99.25,14995,48.71
08/07/2022,101.53,14975,33.8
11/07/2022,101.21,14970,112.37
12/07/2022,93.31,14985,43.82
13/07/2022,93.83,14985,27.21
14/07/2022,92.83,14990,39.44
15/07/2022,94.57,14990,40.58
18/07/2022,99.42,14982,55.29
19/07/2022,100.74,14975,61.83
20/07/2022,99.88,14985,88.9
21/07/2022,93.78,15030,44.29
22/07/2022,92.43,15015,82.19
25/07/2022,94.42,14995,64.17
26/07/2022,92.88,14995,65.55
27/07/2022,95.29,15010,84.1
28/07/2022,94.65,14930,46.66
29/07/2022,96.75,14830,122.02
01/08/2022,92.39,14870,166.3
02/08/2022,93.22,14890,55.15
03/08/2022,89.74,14910,24.97
04/08/2022,87.56,14930,71.24
05/08/2022,88.08,14890,85.98
08/08/2022,89.93,14875,105.67
09/08/2022,89.67,14850,142.09
10/08/2022,91.2,14870,64.11
11/08/2022,93.53,14765,45.14
12/08/2022,91.46,14665,8.39
15/08/2022,88.85,14740,88.63
16/08/2022,86.16,14765,106.37
17/08/2022,87.69,14765,109.21
18/08/2022,90.11,14830,94.24
19/08/2022,90.44,14835,94.9
22/08/2022,90.36,14885,57.11
23/08/2022,93.25,14835,28.5
24/08/2022,94.4,14845,149.53
25/08/2022,92.19,14820,68.6
26/08/2022,92.39,14815,47.32
29/08/2022,96.19,14895,145.25
30/08/2022,91.17,14840,145.95
31/08/2022,89.03,14840,55.65
01/09/2022,86.22,14880,85.74
02/09/2022,86.48,14895,67.31
04/09/2022,88.25,14895,115.94
05/09/2022,88.96,14900,82.47
06/09/2022,86.51,14885,100.08
07/09/2022,81.63,14915,86.34
08/09/2022,83.07,14895,45.16
09/09/2022,86.36,14828,57.25
12/09/2022,87.41,14840,52.92
13/09/2022,86.89,14850,94.39
14/09/2022,88.05,14905,62.17
15/09/2022,84.65,14895,64.87
16/09/2022,84.76,14950,55.35
19/09/2022,85.36,14975,42.05
20/09/2022,83.94,14980,62.06
21/09/2022,82.43,14995,104.41
22/09/2022,83.03,15015,105.16
23/09/2022,78.25,15035,104.96
26/09/2022,76.18,15125,76
27/09/2022,77.81,15120,101.93
28/09/2022,81.24,15260,44.42
29/09/2022,80.42,15260,74.61
30/09/2022,78.72,15225,66.92
03/10/2022,82.7,15300,85.71
04/10/2022,85.5,15245,83.25
05/10/2022,86.84,15190,113.65
06/10/2022,87.59,15185,81.57
07/10/2022,91.35,15250,56.09
10/10/2022,89.84,15310,40.9
11/10/2022,87.97,15355,67.72
12/10/2022,86.06,15355,78.09
13/10/2022,87.95,15360,47.69
14/10/2022,84.65,15425,107.97
17/10/2022,84.53,15485,123.5
18/10/2022,82.07,15465,46.21
19/10/2022,84.52,15495,49.08
20/10/2022,84.51,15570,95.22
21/10/2022,83.95,15630,98.67
24/10/2022,83.59,15585,72.01
25/10/2022,84.31,15620,101.61
26/10/2022,86.68,15569,65.73
27/10/2022,87.83,15565,66.82
28/10/2022,86.61,15548,46.99
31/10/2022,85.4,15595,89.93
01/11/2022,87.19,15625,130.45
02/11/2022,88.86,15645,81.79
03/11/2022,87.18,15695,89.64
04/11/2022,91.45,15735,80.36
07/11/2022,90.73,15705,13.51
08/11/2022,88,15695,49.87
09/11/2022,85,15658,56.63
10/11/2022,85.66,15690,162.63
11/11/2022,88.16,15490,129.57
14/11/2022,85.16,15515,69.65
15/11/2022,86.25,15535,62.93
16/11/2022,85,15600,42.18
17/11/2022,81.4,15660,44.87
18/11/2022,80.11,15685,105.4
21/11/2022,80.04,15710,58.59
22/11/2022,80.73,15695,97.93
23/11/2022,78.07,15685,52.86
24/11/2022,77.95,15663,69.19
25/11/2022,76.43,15670,33.8
28/11/2022,77.33,15720,66.58
29/11/2022,78.28,15740,70.6
30/11/2022,80.66,15730,45.82
01/12/2022,81.14,15560,109.74
02/12/2022,80.05,15425,49.04
05/12/2022,77.08,15465,94.16
06/12/2022,74.46,15615,47.32
07/12/2022,72.28,15635,48.83
08/12/2022,71.58,15620,36.76
09/12/2022,71.21,15582,104.29
12/12/2022,73.28,15625,23.36
13/12/2022,75.44,15655,69.12
14/12/2022,77.31,15590,70.37
15/12/2022,76.15,15615,90.85
16/12/2022,74.46,15595,101.22
19/12/2022,75.38,15595,46.8
20/12/2022,76.23,15600,129.66
21/12/2022,78.24,15585,92.27
22/12/2022,77.42,15580,67.79
23/12/2022,79.64,15590,38.67
26/12/2022,80.97,15630,48.34
27/12/2022,79.64,15660,64.01
28/12/2022,79.08,15700,55.04
29/12/2022,78.5,15655,78.98
30/12/2022,80.45,15565,62.74
02/01/2023,80.47,15570,95.42
03/01/2023,77.12,15595,42.85
04/01/2023,73.1,15585,50.96
05/01/2023,73.92,15605,28.13
06/01/2023,74.04,15630,29.8
09/01/2023,74.92,15565,89.53
10/01/2023,75.37,15570,52.51
11/01/2023,77.68,15480,93.12
12/01/2023,78.65,15336,79.99
13/01/2023,80.11,15140,66.18
15/01/2023,79.78,15140,8.83
16/01/2023,79.04,15040,91.12
17/01/2023,80.45,15160,62.68
18/01/2023,79.8,15085,68.6
19/01/2023,80.61,15100,55
20/01/2023,81.64,15070,48.24
23/01/2023,81.93,15070,51.64
24/01/2023,80.44,14885,28.47
25/01/2023,80.44,14960,41.41
26/01/2023,81.28,14945,69.01
27/01/2023,79.96,14980,59.15
30/01/2023,78.18,14965,80.79
31/01/2023,79.17,14985,65.27
01/02/2023,76.73,14970,39.44
02/02/2023,76.2,14875,19.04
03/02/2023,73.74,14890,99.33
06/02/2023,74.47,15050,121.85
07/02/2023,77.39,15140,106.57
08/02/2023,78.69,15095,54.24
09/02/2023,78.27,15090,77.74
10/02/2023,79.92,15130,84.59
13/02/2023,80.33,15190,70.81
14/02/2023,79.24,15155,84.14
15/02/2023,78.83,15200,169.88
16/02/2023,78.74,15153,66.5
17/02/2023,76.55,15200,62.11
19/02/2023,76.67,15200,57.97
20/02/2023,77.3,15155,72.01
21/02/2023,76.36,15185,71.32
22/02/2023,74.19,15200,94.49
23/02/2023,75.6,15185,66.67
24/02/2023,76.47,15220,87.49
27/02/2023,75.81,15265,47.44
28/02/2023,77.19,15245,93.71
01/03/2023,77.83,15230,56.43
02/03/2023,78.31,15275,34.06
03/03/2023,79.79,15295,140.45
06/03/2023,80.56,15290,50.25
07/03/2023,77.72,15345,68.84
08/03/2023,76.81,15430,112.79
09/03/2023,75.84,15420,63.22
10/03/2023,76.78,15445,61.92
13/03/2023,74.91,15360,23.89
14/03/2023,71.49,15380,60.05
15/03/2023,67.74,15360,192.34
16/03/2023,68.52,15375,69.92
17/03/2023,66.93,15340,78.18
20/03/2023,67.82,15355,106.44
21/03/2023,69.67,15340,63.06
22/03/2023,71.02,15340,48.48
23/03/2023,70.12,15340,72.8
24/03/2023,69.41,15150,61.26
27/03/2023,72.93,15155,74.93
28/03/2023,73.34,15085,63.46
29/03/2023,73.12,15060,73.33
30/03/2023,74.49,15045,36.62
31/03/2023,75.8,14990,25.29
03/04/2023,80.44,14965,61.24
04/04/2023,80.72,14895,91.76
05/04/2023,80.63,14920,104.37
06/04/2023,80.68,14910,33.67
10/04/2023,79.77,14899,85.16
11/04/2023,81.49,14881,23.76
12/04/2023,83.09,14875,37.47
13/04/2023,82.04,14750,71.29
14/04/2023,82.43,14695,97.43
17/04/2023,80.83,14785,77.84
18/04/2023,80.9,14840,46.18
19/04/2023,79.24,14840,121.14
20/04/2023,77.37,14840,81.19
21/04/2023,77.71,14840,66.42
24/04/2023,78.6,14840,96.3
25/04/2023,76.87,14840,137.47
26/04/2023,74.19,14830,154.59
27/04/2023,74.58,14700,88.44
28/04/2023,76.61,14665,88.98
01/05/2023,75.51,14665,58
02/05/2023,71.55,14700,16.28
03/05/2023,68.55,14680,60.4
04/05/2023,68.51,14675,22.26
05/05/2023,71.27,14670,57.34
08/05/2023,73.07,14695,70.39
09/05/2023,73.62,14725,49.38
10/05/2023,72.52,14720,72.59
11/05/2023,70.88,14720,43.82
12/05/2023,70.02,14745,111.6
15/05/2023,71.09,14795,108.84
16/05/2023,70.84,14815,93.31
17/05/2023,72.89,14860,134.94
18/05/2023,71.94,14923,42.85
19/05/2023,71.69,14920,29.49
22/05/2023,72.05,14885,26.29
23/05/2023,72.85,14875,119.16
24/05/2023,74.29,14895,99.46
25/05/2023,71.93,14945,76.44
26/05/2023,72.76,14950,63.78
28/05/2023,73.22,14950,69.78
29/05/2023,72.87,14965,41.33
30/05/2023,69.6,14980,75.63
31/05/2023,68.24,14985,123.24
01/06/2023,70.2,14914,95.42
02/06/2023,71.84,14902,76.35
05/06/2023,72.26,14885,67.7
06/06/2023,71.85,14855,65.7
07/06/2023,72.64,14875,91.82
08/06/2023,71.44,14890,23.44
09/06/2023,70.33,14835,74.56
12/06/2023,67.29,14860,92.79
13/06/2023,69.58,14855,113.79
14/06/2023,68.46,14895,32.52
15/06/2023,70.81,14940,48.01
16/06/2023,71.93,14930,32.44
18/06/2023,71.47,14930,48.83
19/06/2023,71.31,14990,100.38
20/06/2023,71.19,14995,95.29
21/06/2023,72.52,14940,186.3
22/06/2023,69.63,14935,103.26
23/06/2023,69.32,14990,95.03
26/06/2023,69.54,15010,101.41
27/06/2023,67.9,14990,54.82
28/06/2023,69.73,14987.9,110.42
29/06/2023,70.02,15071,125.27
30/06/2023,70.78,15040.4,166.3
03/07/2023,69.91,15020,113.77
04/07/2023,71.06,14990,146.73
05/07/2023,71.88,15010,111.82
06/07/2023,71.79,15040,16.6
07/07/2023,73.77,15130,54.47
10/07/2023,72.95,15190,131.65
11/07/2023,74.71,15135,50.06
12/07/2023,75.54,15075,47.38
13/07/2023,76.76,14965,36.4
14/07/2023,75.32,14955,56.09
17/07/2023,74.08,15000,49.56
18/07/2023,75.66,14990,97.43
19/07/2023,75.29,14999,93.88
20/07/2023,75.65,14985,60.39
21/07/2023,76.78,15020,76.31
24/07/2023,78.4,15020,55.93
25/07/2023,79.2,14990,3.57
26/07/2023,78.4,15015,8.32
27/07/2023,79.63,14995,49
28/07/2023,80.18,15090,101.18
31/07/2023,81.32,15075,63.3
01/08/2023,80.92,15110,140.43
02/08/2023,79.13,15170,115.36
03/08/2023,81.08,15180,88.29
04/08/2023,82.27,15165,49.32
07/08/2023,81.49,15180,92.16
08/08/2023,82.36,15215,98.59
09/08/2023,83.69,15190,158.96
10/08/2023,82.29,15180,125.85
11/08/2023,82.57,15210,165.85
14/08/2023,81.92,15310,68.16
15/08/2023,80.5,15335,65.92
16/08/2023,79.02,15280,138.41
17/08/2023,79.9,15361.8,170.94
18/08/2023,80.66,15280,176.61
21/08/2023,80.12,15320,133.34
22/08/2023,79.64,15310,140.03
23/08/2023,78.59,15290,59.02
24/08/2023,78.66,15240,31.1
25/08/2023,79.49,15290,57.55
28/08/2023,79.67,15285,65.87
29/08/2023,80.68,15255,68.73
30/08/2023,81.12,15235,60.07
31/08/2023,82.96,15225,79.61
01/09/2023,84.75,15235,41.49
03/09/2023,85.85,15235,47.32
04/09/2023,85.82,15235,54.3
05/09/2023,86.01,15260,59.73
06/09/2023,86.79,15290,93.25
07/09/2023,86.15,15320,85.51
08/09/2023,86.81,15320,131.48
11/09/2023,86.66,15320,47.13
12/09/2023,88.16,15335,58.56
13/09/2023,87.88,15365,29.36
14/09/2023,89.61,15350,73.51
15/09/2023,90.02,15350,144.79
18/09/2023,90.58,15365,138.02
19/09/2023,90.48,15375,84.5
20/09/2023,89.66,15375,42.24
21/09/2023,88.32,15370,94.64
22/09/2023,88.35,15370,94.5
25/09/2023,88.17,15395,170.6
26/09/2023,88.78,15485,41.51
27/09/2023,91.3,15515,76.66
28/09/2023,89.59,15481,54.79
29/09/2023,88.8,15450,25.45
02/10/2023,87.17,15525,8.47
03/10/2023,87.44,15575,97.29
04/10/2023,82.55,15625,95.69
05/10/2023,80.81,15610,43.82
06/10/2023,81.28,15605,64.11
09/10/2023,84.6,15685,78.98
10/10/2023,84.13,15730,46.89
11/10/2023,82.07,15690,46.52
12/10/2023,81.8,15685,65.99
13/10/2023,86.35,15680,63.33
16/10/2023,85.26,15715,34.78
17/10/2023,85.44,15710,37.86
18/10/2023,87.27,15725,32.36
19/10/2023,88.37,15810,31.02
20/10/2023,88.08,15870,27.3
23/10/2023,84.42,15930,69.74
24/10/2023,82.97,15845,77.25
25/10/2023,84.69,15865,56.22
26/10/2023,82.54,15915,104.51
27/10/2023,84.7,15935,70.38
30/10/2023,81.68,15885,76.57
31/10/2023,80.5,15880,32.56
01/11/2023,80.1,15930,50.57
02/11/2023,82.16,15850,37.43
03/11/2023,80.23,15725,49.92
06/11/2023,80.6,15535,95.29
07/11/2023,77.21,15625,91.79
08/11/2023,75.31,15645,65.36
09/11/2023,75.75,15650,26.22
10/11/2023,77.15,15690,59.15
13/11/2023,78.19,15695,79.2
14/11/2023,78.17,15690,53.3
15/11/2023,76.79,15530,30.92
16/11/2023,73.09,15540,80.9
17/11/2023,76.04,15490,30.39
20/11/2023,77.83,15440,40.69
21/11/2023,77.92,15435,111.95
22/11/2023,77.25,15570,50.82
23/11/2023,76.34,15550,89.99
24/11/2023,75.77,15560,99.66
27/11/2023,75.09,15490,63.62
28/11/2023,76.59,15430,50.91
29/11/2023,77.99,15390,18.56
30/11/2023,76.05,15505,42.61
01/12/2023,74.25,15480,103.37
04/12/2023,73.32,15450,71.91
05/12/2023,72.53,15500,76.15
06/12/2023,69.65,15490,95.29
07/12/2023,69.59,15510,11.13
08/12/2023,71.44,15505,55.99
11/12/2023,71.56,15610,127.2
12/12/2023,68.85,15615,157.74
13/12/2023,69.72,15655,83.16
14/12/2023,71.91,15495,49.64
15/12/2023,71.78,15490,68.6
18/12/2023,72.82,15505,95.35
19/12/2023,73.94,15500,64.41
20/12/2023,74.45,15505,189.93
21/12/2023,74.06,15520,133.26
22/12/2023,73.73,15480,47.53
25/12/2023,73.79,15467,114.39
26/12/2023,75.71,15407,103.81
27/12/2023,74.34,15425,116.29
28/12/2023,71.97,15415,81.68
29/12/2023,71.84,15395,107.77
01/01/2024,71.97,15390,203.01
02/01/2024,70.62,15465,80.04
03/01/2024,72.89,15475,106.26
04/01/2024,72.36,15485,98.69
05/01/2024,73.86,15510,52.84
08/01/2024,70.92,15520,50.7
09/01/2024,72.29,15515,81.71
10/01/2024,71.44,15565,117.78
11/01/2024,72.09,15545,85.3
12/01/2024,72.79,15545,73.61
15/01/2024,72.79,15550,65.94
16/01/2024,72.52,15585,89.44
17/01/2024,72.48,15635,69.01
18/01/2024,73.95,15615,104.92
19/01/2024,73.25,15610,69.79
22/01/2024,74.76,15630,65.97
23/01/2024,74.27,15625,119.12
24/01/2024,74.98,15705,151.91
25/01/2024,77.19,15820,103.52
26/01/2024,77.86,15815,41
29/01/2024,76.67,15805,59.96
30/01/2024,77.65,15777,84.71
31/01/2024,75.71,15775,54.23
01/02/2024,73.79,15760,68.83
02/02/2024,72.3,15655,92.75
05/02/2024,72.85,15700,36.15
06/02/2024,73.37,15725,33.21
07/02/2024,73.91,15630,57.03
08/02/2024,76.19,15665,96.16
09/02/2024,76.77,15611.5,59.4
12/02/2024,76.82,15590,102.68
13/02/2024,77.56,15590,68.04
14/02/2024,76.36,15632,57.64
15/02/2024,77.59,15615,43.25
16/02/2024,78.46,15615,65.81
19/02/2024,78.11,15625,171.9
20/02/2024,77.04,15655,56.07
21/02/2024,77.31,15630,121.31
22/02/2024,77.93,15585,94.4
23/02/2024,76.08,15590,37.86
26/02/2024,77.09,15625,26.15
27/02/2024,78.23,15635,50.81
28/02/2024,77.83,15680,81.57
29/02/2024,77.45,15710,94.01
01/03/2024,79.09,15695,55.36
04/03/2024,78.17,15735,107.15
05/03/2024,77.41,15765,27.15
06/03/2024,78.41,15695,35.05
07/03/2024,78.32,15650,126.71
08/03/2024,77.5,15585,133.84
11/03/2024,77.53,15525,76.41
12/03/2024,77.25,15561,94.01
13/03/2024,79.3,15570,86.04
14/03/2024,80.74,15575,62.44
15/03/2024,80.58,15590,49.44
18/03/2024,82.16,15685,79.63
19/03/2024,82.73,15710,144.65
20/03/2024,81.27,15710,102.93
21/03/2024,80.64,15655,96.13
22/03/2024,80.17,15775,55.78
25/03/2024,81.38,15795,49.84
26/03/2024,81.04,15785,66.92
27/03/2024,80.78,15850,124.33
28/03/2024,82.42,15850,62.87
29/03/2024,82.42,15880,73.81
01/04/2024,82.82,15885,122.69
02/04/2024,84.22,15895,76.94
03/04/2024,84.61,15915,28.16
04/04/2024,85.81,15890,46.44
05/04/2024,86.1,15840,46.37
08/04/2024,85.53,15925,84.58
09/04/2024,84.46,15899,135.3
10/04/2024,85.44,15998,83.04
11/04/2024,84.45,16031,101.22
12/04/2024,85.08,16117,63.28
15/04/2024,84.86,16116.7,51.49
16/04/2024,84.83,16170,141.16
17/04/2024,82.15,16215,122.86
18/04/2024,82.1,16170,126.07
19/04/2024,82.22,16250,158.17
22/04/2024,81.9,16230,108.76
23/04/2024,82.56,16215,43.9
24/04/2024,82.09,16150,34.06
25/04/2024,82.75,16185,128.99
26/04/2024,83.13,16205,80.91
29/04/2024,82.03,16250,87.69
30/04/2024,81.28,16255,118.1
01/05/2024,78.44,16193.6,58.98
02/05/2024,78.48,16180,57.11
03/05/2024,77.76,16080,35.52
06/05/2024,78.14,16020,60.78
07/05/2024,78.06,16040,92.79
08/05/2024,78.56,16040,86.94
09/05/2024,78.8,16026,93.12
10/05/2024,77.84,16058.9,106.17
13/05/2024,78.6,16075,73.32
14/05/2024,77.65,16090,86.76
15/05/2024,78.16,16025,120.54
16/05/2024,78.74,15920,202.43
17/05/2024,79.58,15950,145.56
20/05/2024,79.3,15970,104.56
21/05/2024,78.66,15990,164.98
22/05/2024,77.15,15990,95.62
23/05/2024,76.46,16102.3,76.44
24/05/2024,77.23,16045,110.42
27/05/2024,78.65,16060,129.9
28/05/2024,79.35,16085,72.01
29/05/2024,78.8,16155,136.25
30/05/2024,77.54,16255,95.44
31/05/2024,76.73,16245,86.99
03/06/2024,74.09,16225,61.02
04/06/2024,73.06,16215,53.09
05/06/2024,73.82,16280,101.41
06/06/2024,75.24,16255,141.34
07/06/2024,75.22,16190,135.31
10/06/2024,77.33,16275,135.72
11/06/2024,77.55,16285,43.88
12/06/2024,78.15,16290,43.73
13/06/2024,78.26,16265,78.87
14/06/2024,78.05,16395,58.89
17/06/2024,79.72,16486,37.89
18/06/2024,80.71,16376.1,147.23
19/06/2024,80.59,16360,76.59
20/06/2024,81.29,16425,63.1
21/06/2024,79.96,16445,37.86
24/06/2024,80.86,16390,52.34
25/06/2024,80.07,16370,88.96
26/06/2024,80.19,16400,96.48
27/06/2024,80.83,16395,70.01
28/06/2024,80.64,16370,118.96
01/07/2024,82.32,16320,38.28
02/07/2024,81.91,16390,63.7
03/07/2024,83.02,16365,130.01
04/07/2024,83.94,16325,188.91
05/07/2024,82.26,16275,78.21
08/07/2024,81.52,16250,170.65
09/07/2024,80.56,16245,133.57
10/07/2024,81.07,16235,71.06
11/07/2024,81.38,16190,46.01
12/07/2024,81.02,16135,109.27
15/07/2024,80.84,16165,138.82
16/07/2024,79.71,16175,153.56
17/07/2024,81.44,16095,136.37
18/07/2024,81.3,16150,185.75
19/07/2024,78.64,16185,145.81
22/07/2024,78.4,16215,106.86
23/07/2024,75.92,16205,185.8
24/07/2024,76.58,16210,291.58
25/07/2024,77.11,16245,260.34
26/07/2024,76,16285,265.01
29/07/2024,74.8,16275,182.23
30/07/2024,73.88,16295,217.44
31/07/2024,76.84,16255,63.53
01/08/2024,75.4,16230,142.99
02/08/2024,72.59,16195,190.59
05/08/2024,72.2,16180,250.32
06/08/2024,72.34,16160,176.29
07/08/2024,74.17,16030,92.57
08/08/2024,75.04,15890,47.57
09/08/2024,75.61,15920,78.25
12/08/2024,78.46,15950,195.15
13/08/2024,76.8,15830,158.39
14/08/2024,75.84,15675,117.18
15/08/2024,76.99,15690,108.54
16/08/2024,75.54,15685,179.28
19/08/2024,73.66,15545,131.99
20/08/2024,73.17,15430,118
21/08/2024,71.3,15480,191.89
22/08/2024,72.28,15595,229.06
23/08/2024,73.93,15485,223.47
26/08/2024,76.17,15425,228.45
27/08/2024,74.46,15490,226.35
28/08/2024,73.44,15420,140.16
29/08/2024,74.67,15410,83.28
30/08/2024,72.65,15450,152.37
01/09/2024,72.98,15450,279.43
02/09/2024,73.78,15520,431.02
03/09/2024,69.59,15520,370.7
04/09/2024,68.52,15470,515.89
05/09/2024,68.5,15395,398.59
06/09/2024,66.98,15360,202.09
09/09/2024,67.91,15450,452.62
10/09/2024,65.14,15445,540.83
